名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
晨曦小筑,体育休闲服务,休闲场所,休闲场所,喇叭沟门满族乡原始森林白桦林景区孙栅子村7号,北京市,北京市,怀柔区,116.5069267,40.94876946
彭玉红农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门孙栅子村76号,北京市,北京市,怀柔区,116.5088681,40.94729635
张桂云民俗户,体育休闲服务,休闲场所,休闲场所,孙栅子村李营13号,北京市,北京市,怀柔区,116.5084996,40.94817154
李桂林农家大院,体育休闲服务,休闲场所,休闲场所,孙栅子村66号,北京市,北京市,怀柔区,116.5090819,40.94713011
刘志民农家院,体育休闲服务,休闲场所,休闲场所,怀柔怀柔喇叭沟门满族乡孙栅子村25号,北京市,北京市,怀柔区,116.5088037,40.94812346
北京白桦林丛树琴农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门孙栅子村45号,北京市,北京市,怀柔区,116.5088681,40.94729635
北京柳新如农家院,体育休闲服务,休闲场所,休闲场所,孙栅子村,北京市,北京市,怀柔区,116.5085088,40.94696359
刘志军农家院,体育休闲服务,休闲场所,休闲场所,孙栅子村,北京市,北京市,怀柔区,116.5087114,40.94804626
罗士珍民俗户,体育休闲服务,休闲场所,休闲场所,孙栅子村李营7号,北京市,北京市,怀柔区,116.5067249,40.94887079
彭兴福民俗户,体育休闲服务,休闲场所,休闲场所,喇叭沟门满族乡孙栅子村李营16号2,北京市,北京市,怀柔区,116.5063364,40.94899455
彭明山农家院,体育休闲服务,休闲场所,休闲场所,017县道北50米,北京市,北京市,怀柔区,116.5079756,40.94838384
刘志怀农家院,体育休闲服务,休闲场所,休闲场所,孙栅子村,北京市,北京市,怀柔区,116.5089944,40.94833883
黄大全农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门孙栅子村2排孙栅子村西站右下30米(017县道旁)近白桦林景区,北京市,北京市,怀柔区,116.5090185,40.94837087
张廷农家院,体育休闲服务,休闲场所,休闲场所,孙栅子村6号,北京市,北京市,怀柔区,116.5090406,40.94839292
刘志阳农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门孙栅子村24号,北京市,北京市,怀柔区,116.5090165,40.94823398
北京白桦林太和农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门孙栅子村40号,北京市,北京市,怀柔区,116.5111666,40.94685534
孟玉泉农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门满族乡孙栅子村,北京市,北京市,怀柔区,116.5118672,40.94674743
老郭农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门孙栅子村东37号,北京市,北京市,怀柔区,116.5114346,40.94682913
李松青农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门孙栅子村23号,北京市,北京市,怀柔区,116.5116945,40.94681888
刘廷如农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门满族乡孙栅子村东29号,北京市,北京市,怀柔区,116.5121482,40.94674923
北京白桦林边桂芝农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门孙栅子村1号,北京市,北京市,怀柔区,116.5119213,40.94702335
韩如臣农家院,体育休闲服务,休闲场所,休闲场所,孙栅子村3号,北京市,北京市,怀柔区,116.5108415,40.94626791
孟玉海农家院,体育休闲服务,体育休闲服务场所,体育休闲服务场所,017县道南50米,北京市,北京市,怀柔区,116.5122395,40.94675749
彭光满农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟满族乡孙栅子村54号2门,北京市,北京市,怀柔区,116.5098819,40.94689462
孟玉峰山里乡情农家院,体育休闲服务,休闲场所,休闲场所,017县道附近,北京市,北京市,怀柔区,116.5110732,40.94724974
北京怀柔77号院旅游度假村,体育休闲服务,度假疗养场所,度假村,孙栅子村77号,北京市,北京市,怀柔区,116.5109407,40.94726235
明珠农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门原始森林景区孙栅子村10号,北京市,北京市,怀柔区,116.5105503,40.94741709
五谷风情农家院,体育休闲服务,休闲场所,休闲场所,孙栅子村李营5号3门,北京市,北京市,怀柔区,116.5093247,40.94764138
李桂林农家大院,体育休闲服务,休闲场所,休闲场所,孙栅子村66号,北京市,北京市,怀柔区,116.5090819,40.94713011
张连才农家院,体育休闲服务,休闲场所,休闲场所,017县道附近,北京市,北京市,怀柔区,116.510479,40.94743987
北京77号院雅景培训中心,体育休闲服务,休闲场所,休闲场所,喇叭沟门乡孙栅子村77号,北京市,北京市,怀柔区,116.5113904,40.94721967
刘志国农家院,体育休闲服务,休闲场所,休闲场所,孙栅子村58号,北京市,北京市,怀柔区,116.5096711,40.94705587
凤财农家院,体育休闲服务,休闲场所,休闲场所,孙栅子村村党支部附近,北京市,北京市,怀柔区,116.5097032,40.94716587
杨守宽农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门孙栅子村62号,北京市,北京市,怀柔区,116.5096851,40.94696999
崔国华农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门孙栅子村14号,北京市,北京市,怀柔区,116.5098416,40.94753396
于国民农家院,体育休闲服务,休闲场所,休闲场所,孙栅子西站路南左转15米近白桦林景区,北京市,北京市,怀柔区,116.5097814,40.94762471
喇叭沟门农家院光平农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门乡孙栅子村54号,北京市,北京市,怀柔区,116.5113831,40.94930887
喇叭沟门彭明泉农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门乡孙栅子村,北京市,北京市,怀柔区,116.5098537,40.94777878
朝福农家院餐厅,体育休闲服务,休闲场所,休闲场所,喇叭沟门孙栅子田营村30号,北京市,北京市,怀柔区,116.5242697,40.9454056
田营村朝福农家院,体育休闲服务,休闲场所,休闲场所,017县道西50米,北京市,北京市,怀柔区,116.5248947,40.94522838
张连顺农家院,体育休闲服务,休闲场所,休闲场所,017县道附近,北京市,北京市,怀柔区,116.5249719,40.94615179
刘桂勤农家院,体育休闲服务,休闲场所,休闲场所,017县道西50米,北京市,北京市,怀柔区,116.5251034,40.94568353
刘金良农家院,体育休闲服务,休闲场所,休闲场所,孙栅子村龙泉南东侧,北京市,北京市,怀柔区,116.5251104,40.94561061
刘金柱农家院,体育休闲服务,休闲场所,休闲场所,017县道西50米,北京市,北京市,怀柔区,116.5251064,40.94554965
马青立农家风情,体育休闲服务,休闲场所,休闲场所,017县道附近,北京市,北京市,怀柔区,116.5489767,40.93414688
黄久连民俗餐厅,体育休闲服务,休闲场所,休闲场所,喇叭沟门满族乡中榆树店村37号,北京市,北京市,怀柔区,116.5832526,40.92467937
北京白桦林黄国良民俗农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门中榆树店村7号,北京市,北京市,怀柔区,116.5827895,40.92481108
喇叭沟门彭玉飞农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门满族乡中榆树店村5号院,北京市,北京市,怀柔区,116.5812389,40.92511317
北京白桦林刘伟兴旺民俗农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门中榆树店村21号,北京市,北京市,怀柔区,116.5822353,40.92481885
王传名民俗农家乐,体育休闲服务,休闲场所,休闲场所,喇叭沟门中榆树店村2号,北京市,北京市,怀柔区,116.5830326,40.92456638
王玉静农家院,体育休闲服务,休闲场所,休闲场所,喇嘛沟门满族乡中榆树店村17号,北京市,北京市,怀柔区,116.5829966,40.92462232
郑福全民俗餐厅,体育休闲服务,休闲场所,休闲场所,中榆树店村8号,北京市,北京市,怀柔区,116.5824684,40.92471204
孟益枝农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门满族乡中榆树店村,北京市,北京市,怀柔区,116.5825074,40.92461414
彭安兴旺民俗农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门中榆树店村12号,北京市,北京市,怀柔区,116.5827335,40.9245333
张玉娥民俗餐厅,体育休闲服务,休闲场所,休闲场所,喇嘛沟门满族乡中榆树店村36号,北京市,北京市,怀柔区,116.5818282,40.92486165
喇叭沟门郑福全农家院,体育休闲服务,休闲场所,休闲场所,017县道南50米,北京市,北京市,怀柔区,116.5822964,40.92419641
龚江月农家院,体育休闲服务,休闲场所,休闲场所,017县道,北京市,北京市,怀柔区,116.5820883,40.92438616
马春艳民俗餐厅,体育休闲服务,休闲场所,休闲场所,中榆树店村,北京市,北京市,怀柔区,116.5806276,40.9258053
张秀灵农家院,体育休闲服务,休闲场所,休闲场所,017县道附近,北京市,北京市,怀柔区,116.5806226,40.9255635
白桦林彭玉芹农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门满族乡中榆树店村40号,北京市,北京市,怀柔区,116.5821084,40.92370275
彭兴格民俗餐厅,体育休闲服务,休闲场所,休闲场所,喇叭沟门满族乡中榆树店村10号,北京市,北京市,怀柔区,116.5826115,40.92429245
白桦林罗仕龙农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门乡中榆树店村20号,北京市,北京市,怀柔区,116.5808638,40.9246314
彭海芹民俗餐厅,体育休闲服务,休闲场所,休闲场所,中榆树店村43号,北京市,北京市,怀柔区,116.5822464,40.92380672
崔凤启民俗餐厅,体育休闲服务,休闲场所,休闲场所,017县道附近,北京市,北京市,怀柔区,116.5824705,40.92403561
郑福银民俗餐厅,餐饮服务,中餐厅,中餐厅|体育休闲服务,北京喇叭沟门中榆树店村4号,北京市,北京市,怀柔区,116.581297,40.92508922
李淑兰兴旺民俗餐厅,体育休闲服务,休闲场所,休闲场所|餐饮服务,喇叭沟门满族乡中榆树店村18号,北京市,北京市,怀柔区,116.5820793,40.9242103
北京耘泽谷农业有限公司,体育休闲服务,休闲场所,采摘园,喇叭沟门乡苗营村,北京市,北京市,怀柔区,116.5586199,40.89420143
王永珍农家院,体育休闲服务,休闲场所,休闲场所,庄喇路,北京市,北京市,怀柔区,116.5601218,40.89190649
北京季国红民俗院,体育休闲服务,体育休闲服务场所,体育休闲服务场所,苗营村110号,北京市,北京市,怀柔区,116.5601849,40.89168176
怀柔喇叭沟门彭明武农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门满族乡,北京市,北京市,怀柔区,116.6147431,40.8973316
刘善花农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门村57号,北京市,北京市,怀柔区,116.6162676,40.89808449
李玉才农家院,体育休闲服务,休闲场所,休闲场所,喇叭沟门村210号,北京市,北京市,怀柔区,116.617334,40.89724211
绿苑莓香采摘园,体育休闲服务,休闲场所,采摘园,凤凰岭自然风景区内,北京市,北京市,怀柔区,116.4459338,40.86343785
北京喜鹊登科满族风情园,体育休闲服务,休闲场所,休闲场所,对角沟门村委会东100米,北京市,北京市,怀柔区,116.6582047,40.86531263
喜鹊登科生态农业观光园,体育休闲服务,休闲场所,采摘园,京加路北50米,北京市,北京市,怀柔区,116.660691,40.86207356
西沟正黄旗民俗村,体育休闲服务,休闲场所,休闲场所,西沟村,北京市,北京市,怀柔区,116.6902741,40.84142438
长哨营满族乡敬老院,体育休闲服务,度假疗养场所,疗养院,兰七路北200米,北京市,北京市,怀柔区,116.7045139,40.84540814
悠然谷农场,体育休闲服务,休闲场所,休闲场所,汤河口镇小梁前村龙潭西沟,北京市,北京市,怀柔区,116.5476439,40.83007786
七道梁正白旗民俗村,体育休闲服务,休闲场所,休闲场所,七道梁村,北京市,北京市,怀柔区,116.8018818,40.81399143
北京满乡满韵葡萄生态园,体育休闲服务,休闲场所,采摘园,长哨营满族乡遥岭村东500米,北京市,北京市,怀柔区,116.7597843,40.7982646
燕北庄园,体育休闲服务,休闲场所,休闲场所,京加路东100米,北京市,北京市,怀柔区,116.7458851,40.79059722
冰凉沟生态园,体育休闲服务,休闲场所,采摘园,古东路东50米,北京市,北京市,怀柔区,116.7762125,40.78510596
百泉山秀娥农家院,体育休闲服务,休闲场所,休闲场所,峪道河村25号,北京市,北京市,怀柔区,116.8117059,40.78117275
银河沟果园,体育休闲服务,休闲场所,采摘园,汤河口镇银河沟村,北京市,北京市,怀柔区,116.5943176,40.76714575
连石沟果园,体育休闲服务,休闲场所,采摘园,汤河口镇连石沟村,北京市,北京市,怀柔区,116.631527,40.76518069
伯仙园度假村,体育休闲服务,度假疗养场所,度假村,京加路北50米,北京市,北京市,怀柔区,116.6789275,40.76185049
高凤荣民俗户,体育休闲服务,休闲场所,休闲场所,冯家峪镇西苍峪村34号,北京市,北京市,密云区,116.8540114,40.76319235
侯汉珍农家院,体育休闲服务,休闲场所,休闲场所,古家山寨第4排小楼(近国家地质公园),北京市,北京市,延庆区,116.3157605,40.76055485
兰英书芝农家院,体育休闲服务,休闲场所,休闲场所,花盆村75号,北京市,北京市,延庆区,116.3861058,40.75614211
古石沟门果园,体育休闲服务,休闲场所,采摘园,怀柔区汤河口镇古石沟门村,北京市,北京市,怀柔区,116.6540145,40.75678883
北京怀柔汤河鑫雨度假村,体育休闲服务,度假疗养场所,度假村,京加路与古石沟路交叉口西150米,北京市,北京市,怀柔区,116.6602747,40.7572636
王井文民俗户,体育休闲服务,休闲场所,休闲场所,冯家峪镇西苍峪村72号,北京市,北京市,密云区,116.8488625,40.75809432
滕海生民俗户,体育休闲服务,休闲场所,休闲场所,冯家峪镇西苍峪村27号,北京市,北京市,密云区,116.8412929,40.76032105
何赫民俗户,体育休闲服务,休闲场所,休闲场所,冯家峪镇西苍峪村74号,北京市,北京市,密云区,116.8465816,40.76058875
李连柱民俗户,体育休闲服务,休闲场所,休闲场所,冯家峪镇西苍峪村30号,北京市,北京市,密云区,116.8605833,40.75875288
花盆小学乒乓球馆,体育休闲服务,运动场馆,乒乓球馆,千家店镇花盆中心小学,北京市,北京市,延庆区,116.3776421,40.74533035
花盆敬老院,体育休闲服务,度假疗养场所,疗养院,千小路附近,北京市,北京市,延庆区,116.37979,40.74702451
北京翠景源休闲度假村,体育休闲服务,度假疗养场所,度假村,京加路汤河口镇政府东北550米,北京市,北京市,怀柔区,116.6400847,40.74144915
黄粮根民俗园,体育休闲服务,休闲场所,休闲场所,冯家裕镇番字牌乡黄梁根村,北京市,北京市,密云区,116.869054,40.74718456
文芳农家院,体育休闲服务,休闲场所,休闲场所,千家店镇大栜树村后沟2号,北京市,北京市,延庆区,116.4660234,40.73809986
北京山洼洼小院农家乐,体育休闲服务,休闲场所,休闲场所,庄户沟门村,北京市,北京市,怀柔区,116.6236866,40.73183535
怡仙园度假村,体育休闲服务,度假疗养场所,度假村,东黄梁村西,北京市,北京市,怀柔区,116.63577,40.73496395
张家大院(酒厂东路),体育休闲服务,休闲场所,休闲场所,滦赤路与酒厂东路交叉口西北150米,北京市,北京市,怀柔区,116.6368626,40.7330966
郑家大院(汤河口大街),体育休闲服务,休闲场所,休闲场所,汤河口大街285号,北京市,北京市,怀柔区,116.6431045,40.7371832
297号农家院,体育休闲服务,休闲场所,休闲场所,汤河口镇汤河口东街297号,北京市,北京市,怀柔区,116.6438714,40.73840597
开心农家院(大浦池沟路),体育休闲服务,休闲场所,休闲场所,京加路与大浦池沟路交叉口西50米,北京市,北京市,怀柔区,116.6448427,40.73929362
王艳华农家院,体育休闲服务,休闲场所,休闲场所,千家店镇河西村33号,北京市,北京市,延庆区,116.4661415,40.72500581
富贵农家院餐厅,体育休闲服务,休闲场所,休闲场所,宝山镇超梁子村22号,北京市,北京市,怀柔区,116.5436645,40.72532387
张雪梅农家院餐厅,体育休闲服务,休闲场所,休闲场所,宝山镇超梁子村52号,北京市,北京市,怀柔区,116.5428445,40.72494247
京北一漂,体育休闲服务,休闲场所,水上活动中心,川滨水公园附近,北京市,北京市,怀柔区,116.607987,40.72531245
利枝兴源农家院(东秀街),体育休闲服务,休闲场所,休闲场所,汤河口东帽湾村,北京市,北京市,怀柔区,116.6150902,40.72658367
增银农家院,体育休闲服务,休闲场所,休闲场所,汤河口镇东帽湾村27号,北京市,北京市,怀柔区,116.6147387,40.72661298
雨轩农家院,体育休闲服务,休闲场所,休闲场所,东兴街附近,北京市,北京市,怀柔区,116.6152569,40.72653255
汤河苑,体育休闲服务,休闲场所,休闲场所,滦赤路南150米,北京市,北京市,怀柔区,116.6179064,40.72816369
刘奎银农家院,体育休闲服务,休闲场所,休闲场所,东安街附近,北京市,北京市,怀柔区,116.6163084,40.72531441
山水情浓农家院,体育休闲服务,休闲场所,休闲场所,东兴街附近,北京市,北京市,怀柔区,116.6167366,40.7265231
北京东帽湾马淑云农家院,体育休闲服务,休闲场所,休闲场所,汤河口东帽湾88号,北京市,北京市,怀柔区,116.6187283,40.72656098
海英兴旺农家乐,体育休闲服务,休闲场所,休闲场所,汤河口镇东帽湾村65号,北京市,北京市,怀柔区,116.6181004,40.72590614
姜亦荣兴旺农家院,体育休闲服务,休闲场所,休闲场所,东安街东帽湾村,北京市,北京市,怀柔区,116.6164493,40.72475068
杨同琴农家院,体育休闲服务,休闲场所,休闲场所,东兴街附近,北京市,北京市,怀柔区,116.6171599,40.72659661
于桂玲农家院,体育休闲服务,休闲场所,休闲场所,汤河口镇东帽湾村,北京市,北京市,怀柔区,116.6183957,40.72712893
刘志树农家院,体育休闲服务,休闲场所,休闲场所,东安街附近,北京市,北京市,怀柔区,116.6171431,40.72488088
果良农家院,体育休闲服务,休闲场所,休闲场所,东安街附近,北京市,北京市,怀柔区,116.6170413,40.7247231
姜亦琴农家院,体育休闲服务,休闲场所,休闲场所,东兴街附近,北京市,北京市,怀柔区,116.617724,40.72648611
张秀兰农家院,体育休闲服务,休闲场所,休闲场所,东安街附近,北京市,北京市,怀柔区,116.6173947,40.72457585
贵元农家院,体育休闲服务,休闲场所,休闲场所,汤河口东帽湾村,北京市,北京市,怀柔区,116.6166616,40.72707177
汤河桂伶农家院,体育休闲服务,休闲场所,休闲场所,东安街附近,北京市,北京市,怀柔区,116.6180636,40.72502782
黑鹰野战基地,体育休闲服务,运动场馆,运动场所,滦赤路南50米,北京市,北京市,怀柔区,116.618114,40.72915174
阳光水岸龙舟训练基地,体育休闲服务,体育休闲服务场所,体育休闲服务场所,滦赤路东150米,北京市,北京市,怀柔区,116.6222447,40.72856551
东帽湾果园,体育休闲服务,休闲场所,采摘园,汤河口镇东帽湾村,北京市,北京市,怀柔区,116.6219732,40.72898353
伟业兴利农家院,体育休闲服务,休闲场所,休闲场所,千家店镇下德龙湾三道梁3号,北京市,北京市,延庆区,116.3861323,40.71475968
百里山水画廊文兰农家院,体育休闲服务,休闲场所,休闲场所,千家店镇三道梁村10号,北京市,北京市,延庆区,116.3861323,40.71475968
冀超农家院,体育休闲服务,休闲场所,休闲场所,千家店镇下德龙湾村三道梁6号,北京市,北京市,延庆区,116.3861323,40.71475968
大黄塘村数字影厅,体育休闲服务,影剧院,电影院,京加路东50米,北京市,北京市,怀柔区,116.6347858,40.71583146
荣泉农家乐,体育休闲服务,休闲场所,休闲场所,京加路北50米,北京市,北京市,怀柔区,116.6407306,40.71339761
百里山水画廊侯汉华农家院,体育休闲服务,休闲场所,休闲场所,千家店镇古家山寨民俗村第1排,北京市,北京市,延庆区,116.3738186,40.70169535
北京百里山水画廊秀玲农家院,体育休闲服务,休闲场所,休闲场所,"三道梁村5号,近延庆硅化木国家地质公园",北京市,北京市,延庆区,116.385818,40.71042993
王海凤农家院,体育休闲服务,休闲场所,休闲场所,千家店镇下德龙湾村三道梁,北京市,北京市,延庆区,116.3910524,40.70909513
北京百里山水桂芬农家院,体育休闲服务,休闲场所,休闲场所,千家店镇三道梁,北京市,北京市,延庆区,116.3905153,40.71058319
北京宋占军农家院,体育休闲服务,休闲场所,休闲场所,千家店镇下德龙湾村三道梁,北京市,北京市,延庆区,116.3904833,40.71055022
龙栖湖农家院,体育休闲服务,休闲场所,休闲场所,千家店镇沙梁子村近百里山水画廊、乌龙峡谷,北京市,北京市,延庆区,116.4508459,40.70317257
顺萍农家院北京酒店第6839名,体育休闲服务,休闲场所,休闲场所,滦赤路(硅化木地质公园),北京市,北京市,延庆区,116.4849284,40.70305988
天河川宝山一加一户外挑战赛赛场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,滦赤路北50米,北京市,北京市,怀柔区,116.6187674,40.7090606
红旗农庄户外营地,体育休闲服务,体育休闲服务场所,体育休闲服务场所,小黄塘村西,北京市,北京市,怀柔区,116.6473077,40.70342632
博轩静雅农家院,体育休闲服务,休闲场所,休闲场所,东囤路北50米,北京市,北京市,延庆区,116.333738,40.69115116
延庆县千家店镇敬老院,体育休闲服务,度假疗养场所,疗养院,东囤路北50米,北京市,北京市,延庆区,116.3310321,40.6913691
延庆县居家养老(助残)服务托老(残)所,体育休闲服务,度假疗养场所,疗养院,东囤路北50米,北京市,北京市,延庆区,116.3310361,40.69137009
百里山水画廊彩萍农家院,体育休闲服务,休闲场所,休闲场所,千家店镇东店村(近百里山水画廊),北京市,北京市,延庆区,116.3431638,40.69351041
同乐居农家小院,餐饮服务,中餐厅,中餐厅|体育休闲服务,千家店镇河南村,北京市,北京市,延庆区,116.3479339,40.69389301
北京鸿福农家客栈,体育休闲服务,休闲场所,休闲场所,千家店镇河南村81号(千家富加油站斜对面),北京市,北京市,延庆区,116.3470122,40.69094262
百里山水画廊缘聚花海农家院,体育休闲服务,休闲场所,休闲场所,千家店镇河南村120号,北京市,北京市,延庆区,116.3476127,40.69283129
北京百里山水欣扬花园农家院,体育休闲服务,休闲场所,休闲场所,千家店镇河南村,北京市,北京市,延庆区,116.3475939,40.69125542
百里山水画廊旺金辉农家院,体育休闲服务,休闲场所,休闲场所,滦赤路东50米,北京市,北京市,延庆区,116.3482762,40.69416626
北京百里山水逸栈农家院,体育休闲服务,休闲场所,休闲场所,千家店镇河南村97号,北京市,北京市,延庆区,116.3464024,40.69105656
于海华农家院,体育休闲服务,休闲场所,休闲场所,千家店镇河南村54号(花海加油站),北京市,北京市,延庆区,116.3477576,40.69112324
一馨源农家院,体育休闲服务,体育休闲服务场所,体育休闲服务场所,河南路与滦赤路交叉口东150米,北京市,北京市,延庆区,116.3479301,40.69279279
花海聚源农家院,体育休闲服务,休闲场所,休闲场所,千家店镇河南村内,北京市,北京市,延庆区,116.3461369,40.69112596
百里聚缘农家餐厅,体育休闲服务,休闲场所,休闲场所,千家店镇河南村53号,北京市,北京市,延庆区,116.3467556,40.69169952
融泽园,体育休闲服务,体育休闲服务场所,体育休闲服务场所,千家店镇河南村定山塔北侧,北京市,北京市,延庆区,116.3434665,40.69110656
北京新生农家院,体育休闲服务,休闲场所,休闲场所,河南村109号,北京市,北京市,延庆区,116.3482856,40.69104542
凤蕊农家院,体育休闲服务,休闲场所,休闲场所,千家店镇河南村178号,北京市,北京市,延庆区,116.3479912,40.69096197
温馨农家院,体育休闲服务,休闲场所,休闲场所,千家店镇河南路,北京市,北京市,延庆区,116.3486868,40.69082891
随缘居,体育休闲服务,休闲场所,休闲场所,千家店镇上德龙湾村5号,北京市,北京市,延庆区,116.3632279,40.69860413
龙湾山庄,体育休闲服务,休闲场所,休闲场所,千家店镇上德龙湾村,北京市,北京市,延庆区,116.364388,40.69987278
百里山水画廊农家院,体育休闲服务,休闲场所,休闲场所,千家店镇映山湖农家院旁边,北京市,北京市,延庆区,116.3644669,40.69966683
