名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
东平镇社区卫生服务中心东风分中心,医疗保健服务,综合医院,卫生院,东平镇东风公路555号,上海市,上海市,崇明区,121.4776029,31.71123912
上海市东平社区东风医院门诊部,医疗保健服务,诊所,诊所,林风公路1201号附近,上海市,上海市,崇明区,121.4895376,31.70537962
东风新村卫生服务站,医疗保健服务,综合医院,卫生院,林风公路1201号,上海市,上海市,崇明区,121.4894784,31.70511142
庙镇双桥村卫生室,医疗保健服务,诊所,诊所,镇东村双桥242,上海市,上海市,崇明区,121.3458275,31.69555385
港西镇盘西村卫生室,医疗保健服务,诊所,诊所,盘西村10队,上海市,上海市,崇明区,121.3987257,31.6971253
崇明区庙镇宏达村卫生室,医疗保健服务,诊所,诊所,江华路附近,上海市,上海市,崇明区,121.368395,31.68874934
华氏崇明大药房(港西店),医疗保健服务,医药保健销售店,药房,港西镇三双公路1581弄1号,上海市,上海市,崇明区,121.4114325,31.68994597
崇明县港西镇社区卫生服务中心,医疗保健服务,综合医院,卫生院,三双公路1581弄126号,上海市,上海市,崇明区,121.4067755,31.69205874
港西镇残疾人职业康复援助基地,医疗保健服务,医疗保健服务场所,医疗保健服务场所,三双公路1629号附近,上海市,上海市,崇明区,121.4116715,31.69237228
港西卫生院,医疗保健服务,诊所,诊所,三双公路1581弄126号,上海市,上海市,崇明区,121.4067805,31.69206474
崇明区庙镇社区卫生服务中心,医疗保健服务,综合医院,卫生院,庙镇宏海公路112号,上海市,上海市,崇明区,121.3616207,31.68119038
江镇村中心卫生室,医疗保健服务,诊所,诊所,庙镇宏海公路293号,上海市,上海市,崇明区,121.3554301,31.6829084
庙镇江镇村卫生室,医疗保健服务,诊所,诊所,宏海公路293,上海市,上海市,崇明区,121.3552723,31.68296364
北双村卫生室,医疗保健服务,诊所,诊所,北双村三湾路,上海市,上海市,崇明区,121.4010298,31.67704224
东平镇社区卫生服务中心风伟卫生服务站,医疗保健服务,综合医院,卫生院,林风公路251,上海市,上海市,崇明区,121.4861487,31.67939676
上海市长江农场职工医院,医疗保健服务,综合医院,综合医院,东平镇长江农场黄河路,上海市,上海市,崇明区,121.5333066,31.67811063
东平镇社区卫生服务中心,医疗保健服务,综合医院,卫生院,北沿公路1725弄550号,上海市,上海市,崇明区,121.5329766,31.67813583
磁灸馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,黄河路18号,上海市,上海市,崇明区,121.5349755,31.67782463
崇明区医疗急救中心东平分站,医疗保健服务,急救中心,急救中心,长江公路与黄河路交叉口西150米,上海市,上海市,崇明区,121.5329736,31.67813482
庙镇万北村中心卫生室,医疗保健服务,诊所,诊所,江万公路与草庙路交叉口西南200米,上海市,上海市,崇明区,121.3539043,31.66671992
港西镇双津村中心卫生室,医疗保健服务,诊所,诊所,双津村1791港西镇,上海市,上海市,崇明区,121.386583,31.67108436
汇康滋补保健堂,医疗保健服务,医药保健销售店,医疗保健用品,建设镇建设公路2210号,上海市,上海市,崇明区,121.4510794,31.66600859
崇明区建设镇虹桥村卫生室,医疗保健服务,诊所,诊所,斜桥路北50米,上海市,上海市,崇明区,121.4610275,31.66969242
崇明区建设镇运南村第二卫生室,医疗保健服务,诊所,诊所,界山路与虹富路交叉口北200米,上海市,上海市,崇明区,121.4681492,31.66573384
上海东亚足球俱乐部-治疗室,医疗保健服务,医疗保健服务场所,医疗保健服务场所,秀林路191号上海根宝足球基地上海东亚足球俱乐部内,上海市,上海市,崇明区,121.4790081,31.67248251
城桥镇马桥村中心卫生室,医疗保健服务,诊所,诊所,元六中路与新斜路交叉口北50米,上海市,上海市,崇明区,121.3801928,31.65592362
崇明区传染病医院,医疗保健服务,专科医院,传染病医院,城桥镇利民路518号,上海市,上海市,崇明区,121.3874696,31.65830044
崇明区动物疫病预防控制中心,医疗保健服务,疾病预防机构,疾病预防,城桥镇利民路508号,上海市,上海市,崇明区,121.3877655,31.65804331
建设镇白钥村(旭升)卫生室,医疗保健服务,诊所,诊所,镇中路南50米,上海市,上海市,崇明区,121.4400639,31.66057596
华氏崇明大药房(建设店),医疗保健服务,医药保健销售店,药房,建设公路1851号,上海市,上海市,崇明区,121.4497565,31.65934242
崇明区建设镇社区卫生服务中心,医疗保健服务,综合医院,卫生院,白钥村1269号,上海市,上海市,崇明区,121.4535398,31.65822787
好药师大药房(启宁药店),医疗保健服务,医药保健销售店,药房,建设公路2018号,上海市,上海市,崇明区,121.450416,31.66228197
建设镇白钥村卫生室,医疗保健服务,诊所,诊所,镇中路1001号,上海市,上海市,崇明区,121.4583596,31.6572353
崇明区建设镇运南村第一卫生室,医疗保健服务,诊所,诊所,运南村镇中路天主堂东250米,上海市,上海市,崇明区,121.4725697,31.65428554
建设镇富安村中心卫生室,医疗保健服务,诊所,诊所,富安村官尖631号,上海市,上海市,崇明区,121.4588589,31.64836928
建设镇浜镇中心卫生室,医疗保健服务,诊所,诊所,浜东南路与蟠龙公路交叉口西北100米,上海市,上海市,崇明区,121.4884175,31.64801727
东平镇社区卫生服务中心前进分中心,医疗保健服务,综合医院,卫生院,前进农场前进大街,上海市,上海市,崇明区,121.5947495,31.64604809
上海崇明区城桥镇卫生服务中心,医疗保健服务,综合医院,卫生院,城桥镇西小港96弄81号-1,上海市,上海市,崇明区,121.3944871,31.63845896
上海丁卫东口腔诊所,医疗保健服务,专科医院,口腔医院,中津桥路与小西泯沟交叉口东北50米,上海市,上海市,崇明区,121.3930697,31.63426116
上海长华门诊部,医疗保健服务,诊所,诊所,育麟桥路409-6,上海市,上海市,崇明区,121.4011064,31.63708197
上海耿纯口腔诊所,医疗保健服务,专科医院,口腔医院,利民路11号附近,上海市,上海市,崇明区,121.3996461,31.6372358
第一医药,医疗保健服务,医药保健销售店,药房,中津桥路36号附近,上海市,上海市,崇明区,121.3982751,31.63549471
清涟健康驿站,医疗保健服务,医疗保健服务场所,医疗保健服务场所,崇明东门路586号附近,上海市,上海市,崇明区,121.4007145,31.6347869
同庆堂国药号,医疗保健服务,医药保健销售店,药房,城桥镇东小港路389号崇明供销社,上海市,上海市,崇明区,121.3971162,31.6341767
高效修治灰指甲,医疗保健服务,医药保健销售店,医疗保健用品,中津桥路68号附近,上海市,上海市,崇明区,121.3960632,31.63498076
秦建国口腔诊所,医疗保健服务,专科医院,口腔医院,东河沿58,上海市,上海市,崇明区,121.3964902,31.63530373
菩善堂健康之声崇明服务中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,城桥镇中津桥路55号,上海市,上海市,崇明区,121.3958563,31.63455677
好药师大药房(金珠药店),医疗保健服务,医药保健销售店,药房,城桥镇育麟桥路188弄111号76室,上海市,上海市,崇明区,121.4072933,31.63996079
无限极(明珠花苑西),医疗保健服务,医药保健销售店,医疗保健用品,油车湾街与湄洲路交叉口东100米,上海市,上海市,崇明区,121.4072383,31.63994377
上海市崇明区岛宠宠物诊所,医疗保健服务,动物医疗场所,宠物诊所,崇明城桥镇育麟桥路333-1号,上海市,上海市,崇明区,121.406069,31.63719527
上海市崇明区城桥镇社区卫生服务中心运粮村卫生室,医疗保健服务,诊所,诊所,长兴西路西150米中共城桥镇运粮村支部委员会附近,上海市,上海市,崇明区,121.4231904,31.64006726
崇明康乐医院,医疗保健服务,综合医院,综合医院,新民镇前进村北首,上海市,上海市,崇明区,121.5619911,31.63603104
上海市崇明区精神卫生中心,医疗保健服务,专科医院,精神病医院,城桥镇三沙洪路19号,上海市,上海市,崇明区,121.378434,31.62609853
慈孝堂(崇明人民路专卖店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,崇明人民路638号附近,上海市,上海市,崇明区,121.3813154,31.62759539
专治灰指甲,医疗保健服务,医药保健销售店,医疗保健用品,崇明人民路287号附近,上海市,上海市,崇明区,121.3815092,31.62732926
权健火疗(西引路),医疗保健服务,医疗保健服务场所,医疗保健服务场所,城桥镇西引路205号,上海市,上海市,崇明区,121.3838935,31.62733276
天年健康养生馆,医疗保健服务,医药保健销售店,医疗保健用品,城桥镇南门人民路651-3号,上海市,上海市,崇明区,121.3831521,31.6266502
上海佳钰医疗器械有限公司,医疗保健服务,医药保健销售店,医疗保健用品,崇明人民路与西潮路交叉口东南50米,上海市,上海市,崇明区,121.3847201,31.62604729
复元大药房,医疗保健服务,医药保健销售店,药房,八一路602号,上海市,上海市,崇明区,121.393209,31.63034012
天益堂,医疗保健服务,医药保健销售店,药房,八一路338-1,上海市,上海市,崇明区,121.3918528,31.62545342
好药师大药房,医疗保健服务,医药保健销售店,药房,城桥镇北门路348号,上海市,上海市,崇明区,121.3880719,31.62913668
上海宝轩堂大药房,医疗保健服务,医药保健销售店,药房,北门路288号,上海市,上海市,崇明区,121.389975,31.63066197
上海谭家堂大药房,医疗保健服务,医药保健销售店,药房,城桥镇北门路348号,上海市,上海市,崇明区,121.3880809,31.62918667
益丰大药房(新崇西路店),医疗保健服务,医药保健销售店,药房,新崇西路131号-1室,上海市,上海市,崇明区,121.3898573,31.62728901
九珍堂,医疗保健服务,医药保健销售店,医疗保健用品,城桥镇八一路507号-1,上海市,上海市,崇明区,121.3922684,31.62925132
大浩人参,医疗保健服务,医药保健销售店,医疗保健用品,城桥镇八一路585号,上海市,上海市,崇明区,121.3927472,31.63010521
复元大药房,医疗保健服务,医药保健销售店,药房,崇明中街山路与崇明西门路交叉口西150米,上海市,上海市,崇明区,121.3884475,31.63196053
鑫瑜母婴护理月嫂服务,医疗保健服务,医疗保健服务场所,医疗保健服务场所,新崇西路123幢附近,上海市,上海市,崇明区,121.3892796,31.62633021
华氏滋补堂,医疗保健服务,医药保健销售店,医疗保健用品,北门路233,上海市,上海市,崇明区,121.3914717,31.62819052
生生堂(南汇店),医疗保健服务,医药保健销售店,药房,西门路210号,上海市,上海市,崇明区,121.3883162,31.62443258
尚本草(新崇北路),医疗保健服务,医药保健销售店,医疗保健用品,城桥镇八一路407号,上海市,上海市,崇明区,121.3917437,31.62707345
第一医药(崇明供销社西门店),医疗保健服务,医药保健销售店,药房,崇明人民路255号附近,上海市,上海市,崇明区,121.3874456,31.62504295
第一医药(城中店),医疗保健服务,医药保健销售店,药房,城桥镇八一路480号,上海市,上海市,崇明区,121.3921705,31.62770234
健乐,医疗保健服务,医疗保健服务场所,医疗保健服务场所,崇明北门路357-11号附近,上海市,上海市,崇明区,121.3868136,31.62894123
永神灵芝·菌菇·草木,医疗保健服务,医药保健销售店,医疗保健用品,青年路21号,上海市,上海市,崇明区,121.3923931,31.6320823
参花农产品,医疗保健服务,医药保健销售店,医疗保健用品,新崇北路291,上海市,上海市,崇明区,121.3935263,31.62689805
北京同仁堂(富民路),医疗保健服务,医药保健销售店,药房,崇明人民路115附近,上海市,上海市,崇明区,121.3920948,31.62434336
雷兄参汇(南门店),医疗保健服务,医药保健销售店,医疗保健用品,人民路194-196,上海市,上海市,崇明区,121.3891278,31.62490527
红砭石健康体验中心(崇明总店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,青年路20,上海市,上海市,崇明区,121.392614,31.63222325
上海百路达大药房(桥镇店),医疗保健服务,医药保健销售店,药房,八一路829,上海市,上海市,崇明区,121.3946185,31.6337439
城桥镇社区卫生服务中心城内门诊部,医疗保健服务,诊所,诊所,八一路592号城桥社区卫生服务中心城内,上海市,上海市,崇明区,121.3930741,31.63015814
磁灸·养身工社(慈孝堂崇明八一路专卖店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,八一路792号附近,上海市,上海市,崇明区,121.3945565,31.6330879
涵御德参茸滋补馆,医疗保健服务,医药保健销售店,医疗保健用品,人民路117-9号,上海市,上海市,崇明区,121.3922698,31.62430032
上海崇明第一医药药业连锁有限公司,医疗保健服务,医药保健销售店,药房,崇明人民路78,上海市,上海市,崇明区,121.3922178,31.62457533
崇明区妇幼保健所,医疗保健服务,专科医院,专科医院,城桥镇一江山路616号,上海市,上海市,崇明区,121.399932,31.62783878
崇明区疾病预防控制中心,医疗保健服务,疾病预防机构,疾病预防,城桥镇一江山路567,上海市,上海市,崇明区,121.39978,31.62704477
好药师大药房(维民大药房),医疗保健服务,医药保健销售店,药房,玉环路591号东边第二间,上海市,上海市,崇明区,121.4020101,31.63043808
崇明区血站,医疗保健服务,医疗保健服务场所,医疗保健服务场所,城桥镇东门路306号,上海市,上海市,崇明区,121.3999629,31.62837378
崇明区体检站,医疗保健服务,医疗保健服务场所,医疗保健服务场所,崇明东门路306号,上海市,上海市,崇明区,121.3999629,31.62837378
无偿献血无限真情夜间取血处,医疗保健服务,医疗保健服务场所,医疗保健服务场所,崇明东门路306号附近,上海市,上海市,崇明区,121.3998279,31.62839077
维民大药房,医疗保健服务,医药保健销售店,药房,玉环路595号,上海市,上海市,崇明区,121.4020641,31.6304811
崇明区公共卫生服务大厅,医疗保健服务,医疗保健服务场所,医疗保健服务场所,一江山路与崇明东门路交叉口东南50米,上海市,上海市,崇明区,121.3993199,31.62731873
上海杨希涛口腔诊所,医疗保健服务,专科医院,口腔医院,城桥镇东门路441号(近玉环路车站),上海市,上海市,崇明区,121.4001037,31.6313648
环岛海参,医疗保健服务,医疗保健服务场所,医疗保健服务场所,东门路206号,上海市,上海市,崇明区,121.398334,31.62573968
牙科诊所,医疗保健服务,诊所,诊所,崇明东门路443号,上海市,上海市,崇明区,121.4000757,31.6311688
宠之爱宠物美容店,医疗保健服务,医疗保健服务场所,医疗保健服务场所,城桥镇寒山寺578号103室,上海市,上海市,崇明区,121.3994512,31.62514474
马明仁膏药铺(崇明店),医疗保健服务,医药保健销售店,药房,城桥镇湄洲路413号,上海市,上海市,崇明区,121.4047732,31.62825378
上海宝岛元申堂大药房(东门路店),医疗保健服务,医药保健销售店,药房,城桥镇崇明东门路178号(近人民路),上海市,上海市,崇明区,121.3976321,31.62451068
崇明区市民体质监测指导中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,北门路88,上海市,上海市,崇明区,121.3952509,31.6286268
幸福之家居家网络体验店,医疗保健服务,医疗保健服务场所,医疗保健服务场所,新崇北路187号附近,上海市,上海市,崇明区,121.395117,31.62681882
无限极,医疗保健服务,医药保健销售店,医疗保健用品,东小港路348号附近,上海市,上海市,崇明区,121.3975593,31.63401469
爱甲堂灰指甲(崇明湄洲路专卖店),医疗保健服务,医药保健销售店,医疗保健用品,城桥镇湄洲路401号(崇明区东门中学江山校区正对面),上海市,上海市,崇明区,121.4047262,31.62801876
崇明区城桥镇社区卫生服务中心,医疗保健服务,综合医院,卫生院,城桥镇花鸟路309号,上海市,上海市,崇明区,121.405318,31.63315897
上海市崇明区医疗急救中心,医疗保健服务,急救中心,急救中心,城桥镇大陈路28号,上海市,上海市,崇明区,121.4063492,31.62460734
磁灸·养身工社,医疗保健服务,医疗保健服务场所,医疗保健服务场所,湄洲路441号附近,上海市,上海市,崇明区,121.4049292,31.62865283
好药师大药房(崇泽药店),医疗保健服务,医药保健销售店,药房,松翠路与紫檀路交叉口东南50米,上海市,上海市,崇明区,121.4239436,31.62761304
金匮堂(绿海路店),医疗保健服务,医药保健销售店,药房,绿海路五0一弄39,上海市,上海市,崇明区,121.4312862,31.62901579
大同社区卫生服务分中心,医疗保健服务,综合医院,卫生院,建设镇蟠龙公路1021,上海市,上海市,崇明区,121.4834166,31.62602426
蟠南村中心卫生室,医疗保健服务,诊所,诊所,蟠龙公路1039,上海市,上海市,崇明区,121.4836414,31.62624992
建设镇社区卫生服务中心大同村卫生室,医疗保健服务,诊所,诊所,蟠龙公路1185号附近,上海市,上海市,崇明区,121.485046,31.63019505
崇明皮肤病防治所,医疗保健服务,疾病预防机构,疾病预防,团城公路1425号,上海市,上海市,崇明区,121.5245382,31.62959591
卫东村中心卫生室,医疗保健服务,诊所,诊所,北新公路东50米,上海市,上海市,崇明区,121.5362921,31.63364841
永丰村中心卫生室,医疗保健服务,诊所,诊所,云港路与永民路交叉口西北50米,上海市,上海市,崇明区,121.5528149,31.63142152
竖新镇春风村中心卫生室,医疗保健服务,诊所,诊所,前竖公路与春风村路交叉口东50米,上海市,上海市,崇明区,121.6000763,31.624868
竖新镇新征村卫生室,医疗保健服务,诊所,诊所,新征村629号,上海市,上海市,崇明区,121.6956995,31.62512584
立新保健品,医疗保健服务,医药保健销售店,医疗保健用品,南门港街与崇安路交叉口东北50米,上海市,上海市,崇明区,121.3916773,31.6202365
第一医药(益南店),医疗保健服务,医药保健销售店,药房,新崇南路219号,上海市,上海市,崇明区,121.3914372,31.62181855
道和健康养生联盟,医疗保健服务,医疗保健服务场所,医疗保健服务场所,西门路36号,上海市,上海市,崇明区,121.3881275,31.62181468
上海百路达大药房(崇明南门路),医疗保健服务,医药保健销售店,药房,城桥镇南门路77号,上海市,上海市,崇明区,121.3941327,31.62023999
道和养生指南读者生活馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,西门路36号,上海市,上海市,崇明区,121.3879366,31.62185775
养生食府(8壹广场),医疗保健服务,医药保健销售店,医疗保健用品,城桥镇八一路206号8壹广场(易盛客超市两楼外场养生食府商铺),上海市,上海市,崇明区,121.3917181,31.62277647
上海交通大学医学院附属新华医院(崇明),医疗保健服务,综合医院,三级甲等医院,崇明南门路25号,上海市,上海市,崇明区,121.3939799,31.61909402
黑莓原果浆(8壹广场),医疗保健服务,医药保健销售店,医疗保健用品,八一路206号8壹广场F2层,上海市,上海市,崇明区,121.3917711,31.62276845
欢声笑语健康生活馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,陈桥镇新崇中路31号,上海市,上海市,崇明区,121.3920509,31.62400938
康佰健康家居(崇明店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,新崇中路315号,上海市,上海市,崇明区,121.3907563,31.62401573
康佰补磁馆(新崇中路),医疗保健服务,医药保健销售店,医疗保健用品,新崇中路315,上海市,上海市,崇明区,121.3908113,31.62400471
上海唐红玲光学美容科技事务所,医疗保健服务,专科医院,整形美容,新崇中路90-92,上海市,上海市,崇明区,121.3936625,31.62391004
幸福之家社区养老服务店(新崇中路),医疗保健服务,医疗保健服务场所,医疗保健服务场所,崇明吴家弄与新崇中路交叉口西南50米,上海市,上海市,崇明区,121.3903494,31.62406185
就好医用宣传中心(NO.SH001),医疗保健服务,医疗保健服务场所,医疗保健服务场所,新崇中路7幢1号,上海市,上海市,崇明区,121.3946774,31.62357588
崇明区传染病医院老年护理部,医疗保健服务,专科医院,传染病医院,城桥镇鳌山路611号,上海市,上海市,崇明区,121.4021302,31.61843416
上海市崇明区中心医院,医疗保健服务,综合医院,综合医院,南门路25号(永乐家电旁),上海市,上海市,崇明区,121.3951407,31.61918186
惠耳听力(崇明南门路店),医疗保健服务,医药保健销售店,医疗保健用品,城桥南门路10号,上海市,上海市,崇明区,121.3956715,31.62052679
上海徐建芳口腔诊所,医疗保健服务,专科医院,口腔医院,城桥镇东门路141号,上海市,上海市,崇明区,121.3966672,31.62330271
国珍松花粉专卖店(鳌山路),医疗保健服务,医药保健销售店,医疗保健用品,鳌山路620弄9,上海市,上海市,崇明区,121.3993276,31.62010277
鱼跃健康之家,医疗保健服务,医疗保健服务场所,医疗保健服务场所,东门路与鳌山路交叉口北50米,上海市,上海市,崇明区,121.3960375,31.62070376
无限极(湄洲路),医疗保健服务,医药保健销售店,医疗保健用品,城桥村663,上海市,上海市,崇明区,121.4031173,31.62045335
艾鸿医疗器械,医疗保健服务,医药保健销售店,医疗保健用品,城桥镇南门路4号,上海市,上海市,崇明区,121.3958965,31.62051078
宝健(上海崇明城桥店),医疗保健服务,医药保健销售店,医疗保健用品,崇明东门路81,上海市,上海市,崇明区,121.3961324,31.62102475
福蕊医疗器械工厂店,医疗保健服务,医药保健销售店,医疗保健用品,城桥南门路2号,上海市,上海市,崇明区,121.3959425,31.62050177
上海百爱口腔门诊部,医疗保健服务,专科医院,口腔医院,南门路26号(近中心医院),上海市,上海市,崇明区,121.3949626,31.62057887
松庭医舍(学宫路),医疗保健服务,诊所,诊所,东门路36号110,上海市,上海市,崇明区,121.3978303,31.62279469
云尚健康调理中心(学宫路店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,学宫路48号附近,上海市,上海市,崇明区,121.3977563,31.62277869
上海金程健康管理有限公司,医疗保健服务,医疗保健服务场所,医疗保健服务场所,城桥镇湄洲路233号,上海市,上海市,崇明区,121.4034723,31.62249143
上海施氏调理养生馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,新崇中路5号,上海市,上海市,崇明区,121.3948553,31.62356886
上海森茂医疗器械销售有限公司,医疗保健服务,医药保健销售店,医疗保健用品,城桥镇寒山寺路158号,上海市,上海市,崇明区,121.4043765,31.62321967
老滧港村卫生室,医疗保健服务,诊所,诊所,张港路与鳌山路交叉口东南50米,上海市,上海市,崇明区,121.4144977,31.61559605
鳌山村卫生室,医疗保健服务,诊所,诊所,崇明大道东100米,上海市,上海市,崇明区,121.4298826,31.61948279
崇明护理医院,医疗保健服务,综合医院,综合医院,团城公路6380号,上海市,上海市,崇明区,121.4531701,31.61966355
侯家镇社区卫生服务分中心,医疗保健服务,综合医院,卫生院,城桥镇团城公路6380号,上海市,上海市,崇明区,121.4531701,31.61966355
第一医药(崇明供销社侯家镇店),医疗保健服务,医药保健销售店,药房,团城公路6354号,上海市,上海市,崇明区,121.4567565,31.61701801
好药师大药房(侯家镇店),医疗保健服务,医药保健销售店,药房,城桥镇长侯路75号,上海市,上海市,崇明区,121.4575205,31.61942082
新隆村中心卫生室,医疗保健服务,诊所,诊所,新隆村2队,上海市,上海市,崇明区,121.5180925,31.62154536
上海娄氏中医医院,医疗保健服务,综合医院,综合医院,新河镇新晨路145-147号,上海市,上海市,崇明区,121.5306936,31.61944986
上海生康护理院,医疗保健服务,医疗保健服务场所,医疗保健服务场所,新河镇新晨路72号,上海市,上海市,崇明区,121.5326104,31.6199276
好药师大药房(益康药店),医疗保健服务,医药保健销售店,药房,新河镇新风镇新晨路46号,上海市,上海市,崇明区,121.533818,31.61971654
